TRAINER,Gopal Gupta,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,24,,,
TRAINER_Certification,yoga,24,,,,,,
TRAINER,Neeraj Gupta,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,25,,,
TRAINER_Certification,aerobics,25,,,,,,
TRAINER,Nancy Van Ness,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,26,,,
TRAINER_Certification,weightlifting,26,,,,,,
TRAINER,Subbarayan Venkatesan,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,27,,,
TRAINER_Certification,yoga,27,,,,,,
TRAINER,Wei Wu,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,28,,,
TRAINER_Certification,aerobics,28,,,,,,
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Sou,29,16,11/27/2019 23:59,14
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Sou,30,18,10/20/2019 23:59,18
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Sou,31,13,12/12/2019 23:59,27
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Daisy Sou,32,15,11/25/2019 23:59,14
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Elizabeth Sou,33,16,10/18/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Flynn Sou,34,13,12/16/2019 23:59,24
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Greg Sou,35,16,10/26/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Harold Sou,36,18,12/15/2019 23:59,7
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Isabelle Sou,37,12,10/10/2019 23:59,16
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Junaid Sou,38,18,11/11/2019 23:59,20
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Kelsey Sou,39,17,12/25/2019 23:59,4
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Leslie Sou,40,19,10/12/2019 23:59,6
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Mike Sou,41,16,12/20/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Nicholas Sou,42,15,10/25/2019 23:59,15
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Oliver Sou,43,14,11/13/2019 23:59,16
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Peter Sou,44,14,12/21/2019 23:59,25
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Robin Sou,45,18,11/20/2019 23:59,9
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Samuel Sou,46,17,12/14/2019 23:59,1
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Tyler Sou,47,18,11/25/2019 23:59,15
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Violet Sou,48,16,10/25/2019 23:59,27
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Wendy Sou,49,14,10/15/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Chen,50,12,11/24/2019 23:59,25
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Chen,51,19,10/20/2019 23:59,16
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Chen,52,14,12/11/2019 23:59,15
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Daisy Chen,53,17,10/22/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Elizabeth Chen,54,14,11/21/2019 23:59,18
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Flynn Chen,55,14,10/22/2019 23:59,25
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Greg Chen,56,13,12/22/2019 23:59,6
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Harold Chen,57,17,10/20/2019 23:59,17
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Isabelle Chen,58,12,10/13/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Junaid Chen,59,16,12/16/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Kelsey Chen,60,18,10/27/2019 23:59,12
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Leslie Chen,61,18,12/20/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Mike Chen,62,18,11/26/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Nicholas Chen,63,13,11/15/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Oliver Chen,64,19,10/21/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Peter Chen,65,18,11/27/2019 23:59,22
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Robin Chen,66,14,12/22/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Samuel Chen,67,12,10/26/2019 23:59,11
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Tyler Chen,68,19,10/21/2019 23:59,5
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Violet Chen,69,13,10/15/2019 23:59,23
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Wendy Chen,70,13,11/13/2019 23:59,17
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Beisert,71,16,11/24/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Beisert,72,17,10/14/2019 23:59,23
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Beisert,73,16,10/25/2019 23:59,21
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Daisy Beisert,74,19,12/10/2019 23:59,22
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Elizabeth Beisert,75,16,10/12/2019 23:59,15
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Flynn Beisert,76,17,12/27/2019 23:59,12
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Greg Beisert,77,17,12/11/2019 23:59,9
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Harold Beisert,78,14,11/21/2019 23:59,3
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Isabelle Beisert,79,15,12/12/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Junaid Beisert,80,16,11/21/2019 23:59,21
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Kelsey Beisert,81,12,12/19/2019 23:59,7
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Leslie Beisert,82,18,11/21/2019 23:59,21
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Mike Beisert,83,19,10/11/2019 23:59,4
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Nicholas Beisert,84,19,11/13/2019 23:59,4
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Oliver Beisert,85,14,10/10/2019 23:59,1
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Peter Beisert,86,13,12/24/2019 23:59,1
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Robin Beisert,87,17,11/18/2019 23:59,18
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Samuel Beisert,88,16,11/16/2019 23:59,5
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Tyler Beisert,89,13,11/15/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Violet Beisert,90,12,10/27/2019 23:59,7
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Wendy Beisert,91,14,12/19/2019 23:59,5
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Baker,92,18,10/13/2019 23:59,25
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Baker,93,13,12/18/2019 23:59,15
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Baker,94,12,10/10/2019 23:59,22
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Daisy Baker,95,15,12/22/2019 23:59,14
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Elizabeth Baker,96,16,12/21/2019 23:59,26
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Flynn Baker,97,12,12/27/2019 23:59,5
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Greg Baker,98,17,10/18/2019 23:59,25
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Harold Baker,99,17,10/10/2019 23:59,26
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Isabelle Baker,100,13,11/17/2019 23:59,24
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Junaid Baker,101,14,11/17/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Kelsey Baker,102,16,11/25/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Leslie Baker,103,17,12/22/2019 23:59,26
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Mike Baker,104,16,11/19/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Nicholas Baker,105,17,12/17/2019 23:59,6
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Oliver Baker,106,16,11/18/2019 23:59,22
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Peter Baker,107,19,12/19/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Robin Baker,108,13,11/14/2019 23:59,12
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Samuel Baker,109,17,10/23/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Tyler Baker,110,12,10/21/2019 23:59,26
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Violet Baker,111,14,12/23/2019 23:59,7
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Wendy Baker,112,17,10/22/2019 23:59,24
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Alverez,113,19,12/17/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Alverez,114,17,10/11/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Alverez,115,13,12/18/2019 23:59,17
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Daisy Alverez,116,18,11/10/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Elizabeth Alverez,117,12,11/20/2019 23:59,15
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Flynn Alverez,118,13,11/18/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Greg Alverez,119,14,11/12/2019 23:59,20
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Harold Alverez,120,19,10/15/2019 23:59,5
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Isabelle Alverez,121,18,10/18/2019 23:59,6
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Junaid Alverez,122,13,11/13/2019 23:59,14
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Kelsey Alverez,123,14,12/24/2019 23:59,23
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Leslie Alverez,124,19,10/15/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Mike Alverez,125,18,12/17/2019 23:59,11
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Nicholas Alverez,126,14,10/22/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Oliver Alverez,127,18,11/27/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Peter Alverez,128,13,10/11/2019 23:59,12
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Robin Alverez,129,16,12/24/2019 23:59,22
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Samuel Alverez,130,12,10/27/2019 23:59,1
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Tyler Alverez,131,15,12/23/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Violet Alverez,132,16,11/25/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Wendy Alverez,133,17,12/12/2019 23:59,20
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Charles,134,13,10/10/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Charles,135,18,12/27/2019 23:59,18
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Charles,136,16,12/12/2019 23:59,3
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Daisy Charles,137,18,10/18/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Elizabeth Charles,138,13,11/20/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Flynn Charles,139,15,12/12/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Greg Charles,140,18,12/14/2019 23:59,6
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Harold Charles,141,17,12/16/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Isabelle Charles,142,18,12/14/2019 23:59,5
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Junaid Charles,143,13,11/12/2019 23:59,12
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Kelsey Charles,144,12,11/24/2019 23:59,24
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Leslie Charles,145,19,11/14/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Mike Charles,146,17,11/10/2019 23:59,9
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Nicholas Charles,147,15,10/21/2019 23:59,27
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Oliver Charles,148,17,10/16/2019 23:59,4
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Peter Charles,149,19,10/14/2019 23:59,15
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Robin Charles,150,15,10/12/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Samuel Charles,151,12,11/24/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Tyler Charles,152,16,10/14/2019 23:59,15
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Violet Charles,153,17,11/23/2019 23:59,14
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Wendy Charles,154,16,11/26/2019 23:59,5
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Shields,155,15,11/14/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Shields,156,12,10/15/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Shields,157,15,12/12/2019 23:59,27
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Daisy Shields,158,17,12/17/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Elizabeth Shields,159,14,11/11/2019 23:59,17
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Flynn Shields,160,12,12/21/2019 23:59,22
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Greg Shields,161,12,12/23/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Harold Shields,162,16,10/12/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Isabelle Shields,163,14,11/11/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Junaid Shields,164,12,10/10/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Kelsey Shields,165,12,11/16/2019 23:59,2
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Leslie Shields,166,18,10/20/2019 23:59,12
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Mike Shields,167,12,10/23/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Nicholas Shields,168,17,10/25/2019 23:59,3
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Oliver Shields,169,13,11/25/2019 23:59,22
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Peter Shields,170,12,11/18/2019 23:59,17
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Robin Shields,171,13,12/22/2019 23:59,6
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Samuel Shields,172,17,11/19/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Tyler Shields,173,19,10/14/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Violet Shields,174,18,12/16/2019 23:59,14
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Wendy Shields,175,13,11/26/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Lee,176,15,10/21/2019 23:59,21
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Lee,177,12,12/17/2019 23:59,16
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Lee,178,18,10/24/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Daisy Lee,179,19,11/23/2019 23:59,11
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Elizabeth Lee,180,18,12/15/2019 23:59,12
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Flynn Lee,181,19,11/12/2019 23:59,3
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Greg Lee,182,17,11/20/2019 23:59,23
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Harold Lee,183,18,12/18/2019 23:59,14
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Isabelle Lee,184,13,10/23/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Junaid Lee,185,16,12/10/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Kelsey Lee,186,19,11/19/2019 23:59,22
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Leslie Lee,187,17,12/24/2019 23:59,11
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Mike Lee,188,15,10/18/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Nicholas Lee,189,13,12/11/2019 23:59,17
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Oliver Lee,190,14,12/12/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Peter Lee,191,19,12/20/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Robin Lee,192,12,10/27/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Samuel Lee,193,17,10/20/2019 23:59,14
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Tyler Lee,194,14,10/17/2019 23:59,7
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Violet Lee,195,14,10/20/2019 23:59,4
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Wendy Lee,196,17,12/21/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Cole,197,17,10/23/2019 23:59,9
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Cole,198,17,10/26/2019 23:59,4
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Cole,199,15,11/10/2019 23:59,22
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Daisy Cole,200,12,12/13/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Elizabeth Cole,201,17,10/24/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Flynn Cole,202,12,12/17/2019 23:59,28
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Greg Cole,203,19,11/13/2019 23:59,9
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Harold Cole,204,16,11/14/2019 23:59,11
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Isabelle Cole,205,14,10/22/2019 23:59,24
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Junaid Cole,206,19,10/25/2019 23:59,16
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Kelsey Cole,207,15,10/11/2019 23:59,26
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Leslie Cole,208,12,10/23/2019 23:59,23
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Mike Cole,209,13,12/10/2019 23:59,13
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Nicholas Cole,210,12,10/18/2019 23:59,4
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Oliver Cole,211,15,11/15/2019 23:59,23
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Peter Cole,212,19,12/20/2019 23:59,24
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Robin Cole,213,12,11/14/2019 23:59,5
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Samuel Cole,214,12,12/15/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Tyler Cole,215,18,12/22/2019 23:59,19
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Violet Cole,216,12,12/27/2019 23:59,8
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Wendy Cole,217,16,11/10/2019 23:59,10
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Alex Smith,218,15,11/16/2019 23:59,11
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Belle Smith,219,19,12/20/2019 23:59,21
MEMBER,12345 Sesame Street Richardson Tx 75080,email@email.com,1234567890,Chip Smith,220,19,10/19/2019 23:59,11
